code;url;product_name;brands;stores;nutrition_grade_fr;categories;main_category_fr;countries_fr;image_url;image_small_url;last_modified_t
00099233;http://world-fr.openfoodfacts.org/produit/00099233/cheese-twists-marks-spencer;Cheese Twists;Marks & Spencer;Marks & Spencer;e;Snacks sucrés,Biscuits et gâteaux,Snacks salés,Apéritif,Biscuits,Biscuits apéritifs,Biscuits feuilletés;Biscuits;France;;;1497902705
001151;http://world-fr.openfoodfacts.org/produit/001151/mini-crepes-chocolait-bijou;Mini Crêpes ChocoLait;Bijou;Correspondance;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Crêpes et galettes,Biscuits au chocolat,Crêpes,Biscuits au chocolat au lait,Crêpes au chocolat;Biscuits;France;;;1480582546
00156738;http://world-fr.openfoodfacts.org/produit/00156738/milk-chocolate-orange-biscuits-marks-spencer;Milk Chocolate Orange Biscuits;Marks & Spencer;Marks & Spencer;e;Biscuits au chocolat au lait;Biscuits;France;;;1509041692
001664;http://world-fr.openfoodfacts.org/produit/001664/brins-de-chococaramel-bijou;Brins de ChocoCaramel;Bijou;Correspondance;e;Biscuits au chocolat au lait,Biscuits et gâteaux,Biscuits au caramel;Biscuits;France;;;1480625309
0039047004931;http://world-fr.openfoodfacts.org/produit/0039047004931/luxury-shortbread-selection-walkers;Luxury Shortbread Selection;Walkers;;e;Biscuits;Biscuits;France;;;1510220878
0039047011496;http://world-fr.openfoodfacts.org/produit/0039047011496/pure-butter-chocolate-chip-shortbread-walkers;Pure Butter Chocolate Chip Shortbread;Walkers;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/003/904/701/1496/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/003/904/701/1496/front.9.200.jpg;1446034301
0039047014909;http://world-fr.openfoodfacts.org/produit/0039047014909/pure-butter-chocolate-chip-shortbread-33-free-walkers;Pure butter Chocolate Chip Shortbread (+33% free);Walkers;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/003/904/701/4909/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/003/904/701/4909/front.5.200.jpg;1495200393
0039047153547;http://world-fr.openfoodfacts.org/produit/0039047153547/biscuits-a-l-avoine-aux-myrtilles-et-a-la-vanille-weight-watchers;Biscuits à l'avoine aux myrtilles et à la vanille;Weight Watchers;;b;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits diététiques;Biscuits;France;http://fr.openfoodfacts.org/images/products/003/904/715/3547/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/003/904/715/3547/front.5.200.jpg;1507368584
0058089005058;http://world-fr.openfoodfacts.org/produit/0058089005058/biscuits-feuille-d-erable-erabliere-du-moulin;Biscuits Feuille d'Érable;Érabliere du Moulin;;e;Biscuits secs;Biscuits;France;;;1506633009
0065928001003;http://world-fr.openfoodfacts.org/produit/0065928001003/mini-biscuits-a-l-erable-turkey-hill;Mini-Biscuits à l'Érable;Turkey Hill;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au sirop d'Erable;Biscuits;France;;;1499858270
0072417152924;http://world-fr.openfoodfacts.org/produit/0072417152924/finger-cadbury;Finger;Cadbury;;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/007/241/715/2924/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/007/241/715/2924/front.8.200.jpg;1509559845
0072417153181;http://world-fr.openfoodfacts.org/produit/0072417153181/finger-blanc-cadbury;Finger blanc;Cadbury;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/007/241/715/3181/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/007/241/715/3181/front.6.200.jpg;1432381741
0072417160394;http://world-fr.openfoodfacts.org/produit/0072417160394/mini-finger-l-original-cadbury;Mini Finger l'Original;Cadbury;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait;Biscuits;France;;;1502562705
0072417161858;http://world-fr.openfoodfacts.org/produit/0072417161858/finger-cacahuete-cadbury;Finger Cacahuète;Cadbury;;e;Biscuits au chocolat au lait;Biscuits;France;;;1509180338
00744485;http://world-fr.openfoodfacts.org/produit/00744485/custard-creams-simply-ms;Custard creams;simply MS;;e;Biscuits-fourres,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/00744485/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/00744485/front.8.200.jpg;1461437710
0077330566087;http://world-fr.openfoodfacts.org/produit/0077330566087/biscuits-a-l-avoine-et-aux-canneberges-royal-dansk;Biscuits à l'avoine et aux canneberges;Royal Dansk;;e;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/007/733/056/6087/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/007/733/056/6087/front.7.200.jpg;1421190432
0077330566223;http://world-fr.openfoodfacts.org/produit/0077330566223/chocolate-chip-cookies-royal-dansk;Chocolate Chip Cookies;Royal Dansk;;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/007/733/056/6223/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/007/733/056/6223/front.8.200.jpg;1437409272
0209868013973;http://world-fr.openfoodfacts.org/produit/0209868013973/palmiers-leclerc;Palmiers;Leclerc;Leclerc;e;Palmiers;Biscuits;France;;;1513250670
0261450121718;http://world-fr.openfoodfacts.org/produit/0261450121718/biscuits-p-tit-dej-bio-le-moulin-du-pivert;Biscuits p'tit dej bio;Le moulin du pivert;;d;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/026/145/012/1718/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/026/145/012/1718/front.3.200.jpg;1473801465
0615000022732;http://world-fr.openfoodfacts.org/produit/0615000022732/chocolate-picccadilly-biscuits-fortnum-mason;Chocolate Picccadilly Biscuits;Fortnum & Mason;;d;Biscuits au chocolat;Biscuits;France;;;1502723428
0652655000159;http://world-fr.openfoodfacts.org/produit/0652655000159/raspberry-white-chocolate-and-pistachio-crumbles-border-biscuits;Raspberry, White Chocolate and Pistachio Crumbles;Border Biscuits;Comptoir Irlandais;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés;Biscuits;France;;;1469050618
0652655000890;http://world-fr.openfoodfacts.org/produit/0652655000890/sable-aux-flocons-d-avoine-canneberges-yaourt-graines-de-citrouille-border;Sablé aux Flocons d'Avoine, Canneberges, Yaourt & Graines de Citrouille;Border,Border Biscuits;;d;Biscuits;Biscuits;France;;;1506365813
0654479773127;http://world-fr.openfoodfacts.org/produit/0654479773127/biscuits-pepites-de-chocolat-delaunay-leveille;Biscuits Pépites de Chocolat;Delaunay Leveillé;;e;Biscuits au chocolat;Biscuits;France;;;1511800286
0697893253264;http://world-fr.openfoodfacts.org/produit/0697893253264/palets-aux-perles-de-chocolat-fauchon;Palets aux Perles de Chocolat;Fauchon;Fauchon;e;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/069/789/325/3264/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/069/789/325/3264/front.8.200.jpg;1439141732
0870719000208;http://world-fr.openfoodfacts.org/produit/0870719000208/lemon-puff-bolands;Lemon Puff;Bolands;Le-comptoir-irlandais;d;Biscuits,Biscuits-fourres;Biscuits;France;http://fr.openfoodfacts.org/images/products/087/071/900/0208/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/087/071/900/0208/front.4.200.jpg;1439141762
1023374301015;http://world-fr.openfoodfacts.org/produit/1023374301015/galettes-au-bon-beurre-francais-saint-michel;Galettes au bon beurre français;Saint Michel;;e;Biscuits;Biscuits;France;;;1507899237
11916444;http://world-fr.openfoodfacts.org/produit/11916444/sable-coco-cacao-au-sirop-d-agave-gerble;Sablé coco cacao au sirop d'agave;Gerblé;;c;biscuits;Biscuits;France;;;1505748801
1201509270003;http://world-fr.openfoodfacts.org/produit/1201509270003/sockerfria-kakor-havre-ikea;Sockerfria Kakor Havre;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1484503830
1303058010007;http://world-fr.openfoodfacts.org/produit/1303058010007/kakor-hallon-ikea;Kakor hallon ;Ikea;;e;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/130/305/801/0007/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/130/305/801/0007/front.3.200.jpg;1512405611
1401290200009;http://world-fr.openfoodfacts.org/produit/1401290200009/kex-ikea;KEX;Ikea;;d;Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/140/129/020/0009/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/140/129/020/0009/front.9.200.jpg;1491750125
1402517320005;http://world-fr.openfoodfacts.org/produit/1402517320005/pepparkaka-ikea;Pepparkaka;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/140/251/732/0005/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/140/251/732/0005/front.7.200.jpg;1492027706
1701246860005;http://world-fr.openfoodfacts.org/produit/1701246860005/galettes-doubles-au-chocolat-ikea;Galettes doubles au chocolat;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/170/124/686/0005/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/170/124/686/0005/front.6.200.jpg;1490555151
1803058080005;http://world-fr.openfoodfacts.org/produit/1803058080005/kakor-choklad-ikea;Kakor Choklad;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;;;1499280698
18437016774004;http://world-fr.openfoodfacts.org/produit/18437016774004/rosfit-dulces-laly;ROSFit;Dulces Laly;Noz;b;Biscuits diététiques,biscuits secs,biscuits sans sucre;Biscuits;France;;;1492860711
2000000017785;http://world-fr.openfoodfacts.org/produit/2000000017785/ptit-beurre-breton-bretagne-specialites;Ptit Beurre Breton;Bretagne Specialités;;e;Biscuits bretons,Biscuits;Biscuits;France;;;1503349417
2000000024630;http://world-fr.openfoodfacts.org/produit/2000000024630/biscuit-chocolat-cereales-gerlinea;Biscuit chocolat céréales;Gerlinéa;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/200/000/002/4630/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/200/000/002/4630/front.8.200.jpg;1488992055
2000000029623;http://world-fr.openfoodfacts.org/produit/2000000029623/biscuits-de-campagne-biscuits-saint-georges;Biscuits de Campagne;Biscuits Saint-Georges;RCIR,Armée de Terre;e;Snacks sucrés,Biscuits et gâteaux,Snacks salés,Apéritif,Biscuits,Biscuits apéritifs;Biscuits;France;http://fr.openfoodfacts.org/images/products/200/000/002/9623/front.20.400.jpg;http://fr.openfoodfacts.org/images/products/200/000/002/9623/front.20.200.jpg;1499547628
2000000039841;http://world-fr.openfoodfacts.org/produit/2000000039841/biscino-chocolat-noir-sondey;Biscino Chocolat Noir;Sondey;LIDL;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;;;1482508061
2000000041658;http://world-fr.openfoodfacts.org/produit/2000000041658/oreillettes-traditionnelles-biscuits-arena;Oreillettes Traditionnelles;Biscuits Aréna;Super U;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1486218679
2000000048762;http://world-fr.openfoodfacts.org/produit/2000000048762/sultana-fruit-biscuit-saveur-fruits-rouges-verkade;SULTANA Fruit Biscuit saveur fruits rouges;VERKADE,Sultana;Leclerc;d;Biscuits;Biscuits;France;;;1497951267
2000000048766;http://world-fr.openfoodfacts.org/produit/2000000048766/sondey-gaufrettes-framboise;SONDEY Gaufrettes framboise;SONDEY;Lidl;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1497956927
2000000052047;http://world-fr.openfoodfacts.org/produit/2000000052047/palets-solognots-biscuiterie-de-chambord;Palets solognots;Biscuiterie de Chambord;Leclerc;e;Biscuits sablés;Biscuits;France;;;1504373110
2000005351013;http://world-fr.openfoodfacts.org/produit/2000005351013/assortiment-de-biscuits-de-noel-becky-s;Assortiment de Biscuits de Noël;Becky's;;e;Biscuits secs,Biscuits au chocolat,Assortiments de biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/200/000/535/1013/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/200/000/535/1013/front.5.200.jpg;1490873185
20005382;http://world-fr.openfoodfacts.org/produit/20005382/sprits-pur-beurre-sondey;Sprits Pur beurre ;Sondey,Lidl;Lidl;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au beurre,Sprits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20005382/front.20.400.jpg;http://fr.openfoodfacts.org/images/products/20005382/front.20.200.jpg;1498910278
20005566;http://world-fr.openfoodfacts.org/produit/20005566/genoise-cerise-sondey;Génoise cerise;Sondey;Lidl;d;Biscuits,Biscuits fourrés;Biscuits;France;http://fr.openfoodfacts.org/images/products/20005566/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/20005566/front.3.200.jpg;1415206055
20026578;http://world-fr.openfoodfacts.org/produit/20026578/gaufrettes-roulees-chocolat-noir-favorini;Gaufrettes roulées chocolat noir;Favorini,Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20026578/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/20026578/front.8.200.jpg;1474388638
20030049;http://world-fr.openfoodfacts.org/produit/20030049/choco-pouce-sondey;Choco Pouce;Sondey;Lidl;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20030049/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/20030049/front.10.200.jpg;1410963683
20034177;http://world-fr.openfoodfacts.org/produit/20034177/cantuccini-alle-mandorle-realforno;Cantuccini alle mandorle;Realforno,ITALIAMO;LIDL;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20034177/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/20034177/front.3.200.jpg;1505419337
20034184;http://world-fr.openfoodfacts.org/produit/20034184/amaretti-italian-biscuits-italiamo;Amaretti Italian Biscuits;Italiamo;LIDL;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20034184/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/20034184/front.8.200.jpg;1456672117
20057459;http://world-fr.openfoodfacts.org/produit/20057459/gouters-fourres-gout-vanille-sondey;Gouters fourrés goût Vanille;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20057459/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/20057459/front.3.200.jpg;1448127438
20082986;http://world-fr.openfoodfacts.org/produit/20082986/envitas-cereales-pepites-de-chocolat-sondey;Envitas Céréales & Pépites de Chocolat;Sondey,Lidl;;d;Biscuits au chocolat;Biscuits;France;;;1510305954
20084134;http://world-fr.openfoodfacts.org/produit/20084134/petit-clown-chocolat-au-lait-sondey;Petit clown Chocolat au lait;Sondey;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, en:milk-chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20084134/front.20.400.jpg;http://fr.openfoodfacts.org/images/products/20084134/front.20.200.jpg;1505301666
20093709;http://world-fr.openfoodfacts.org/produit/20093709/galettes-bretonnes-saveurs-de-nos-regions;Galettes Bretonnes;Saveurs de nos régions;LIDL;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20093709/front.23.400.jpg;http://fr.openfoodfacts.org/images/products/20093709/front.23.200.jpg;1498384569
20100940;http://world-fr.openfoodfacts.org/produit/20100940/petit-clown-chocolat-au-lait-sondey;Petit Clown Chocolat au lait;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20100940/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/20100940/front.8.200.jpg;1489761008
20127541;http://world-fr.openfoodfacts.org/produit/20127541/petit-beurre-au-chocolat-noir-delicia;Petit Beurre au Chocolat Noir;Delicia;Norma;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/20127541/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/20127541/front.10.200.jpg;1458673399
20132170;http://world-fr.openfoodfacts.org/produit/20132170/speculoos-sondey;Spéculoos;Sondey,Belgix;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:speculoos;Biscuits;France;http://fr.openfoodfacts.org/images/products/20132170/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/20132170/front.7.200.jpg;1513154707
20136307;http://world-fr.openfoodfacts.org/produit/20136307/brasilia-catago;Brasilia;Catago;;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20136307/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/20136307/front.5.200.jpg;1461481592
20136338;http://world-fr.openfoodfacts.org/produit/20136338/truffino-chocolat-noir-catago;Truffino Chocolat Noir;Catago,Sondey,Lidl;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20136338/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/20136338/front.3.200.jpg;1512300086
20136369;http://world-fr.openfoodfacts.org/produit/20136369/medaillon-capuccino-catago;Médaillon Capuccino;Catago;;e;Biscuits au chocolat au lait;Biscuits;France;;;1510239633
20143824;http://world-fr.openfoodfacts.org/produit/20143824/biscino-chocolat-noir-sondey;Biscino Chocolat Noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/20143824/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/20143824/front.5.200.jpg;1510067412
20149871;http://world-fr.openfoodfacts.org/produit/20149871/petit-clown-noir-sondey;Petit Clown Noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20149871/front.16.400.jpg;http://fr.openfoodfacts.org/images/products/20149871/front.16.200.jpg;1483094792
20149888;http://world-fr.openfoodfacts.org/produit/20149888/petit-arlequin-chocolat-noir-sondey;Petit Arlequin Chocolat noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;http://fr.openfoodfacts.org/images/products/20149888/front.11.400.jpg;http://fr.openfoodfacts.org/images/products/20149888/front.11.200.jpg;1511895868
20156060;http://world-fr.openfoodfacts.org/produit/20156060/biscuits-bio-aux-flocons-d-avoine-nappes-de-chocolat-au-lait-bio-sonne;Biscuits bio, aux flocons d'avoine nappés de chocolat au lait;Bio Sonne;Norma;e;Biscuits au chocolat;Biscuits;France;;;1496420602
20166168;http://world-fr.openfoodfacts.org/produit/20166168/le-sfoglie-puff-pasty-italiamo;Le Sfoglie, Puff Pasty;Italiamo;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits feuilletés,Palmiers;Biscuits;France;http://fr.openfoodfacts.org/images/products/20166168/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/20166168/front.6.200.jpg;1454413348
20176587;http://world-fr.openfoodfacts.org/produit/20176587/biscuits-sables-chocolat-au-lait-sondey;Biscuits sablés chocolat au lait;Sondey;Lidl;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20176587/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/20176587/front.7.200.jpg;1491906548
20176594;http://world-fr.openfoodfacts.org/produit/20176594/grandino-chocolat-noir-sondey;Grandino chocolat noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20176594/front.20.400.jpg;http://fr.openfoodfacts.org/images/products/20176594/front.20.200.jpg;1461486647
20176686;http://world-fr.openfoodfacts.org/produit/20176686/couronnes-de-coco-kokoskranzen-sondey;Couronnes de coco (Kokoskranzen);Sondey;LIDL;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1495137740
20192181;http://world-fr.openfoodfacts.org/produit/20192181/pate-a-tartiner-aux-noisettes-et-gressins-nussa;Pâte à tartiner aux noisettes et Gressins;Nussa,Choco Nussa;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20192181/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/20192181/front.3.200.jpg;1423143926
20198989;http://world-fr.openfoodfacts.org/produit/20198989/biscuits-cuillers-sondey;Biscuits Cuillers;Sondey;LIDL;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Boudoirs;Biscuits;France;;;1501426094
20211141;http://world-fr.openfoodfacts.org/produit/20211141/captain-rondo-choco-duo-sondey;Captain Rondo Choco Duo;sondey;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20211141/front.11.400.jpg;http://fr.openfoodfacts.org/images/products/20211141/front.11.200.jpg;1459532854
20213671;http://world-fr.openfoodfacts.org/produit/20213671/barquettes-fraise-sondey;Barquettes fraise;Sondey,Lidl;Lidl;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Barquettes,Biscuits à la fraise,Barquettes à la fraise;Biscuits;France;http://fr.openfoodfacts.org/images/products/20213671/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/20213671/front.6.200.jpg;1499629202
20213688;http://world-fr.openfoodfacts.org/produit/20213688/barquettes-abricot-sondey;Barquettes Abricot;Sondey;LIDL;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Barquettes;Biscuits;France;http://fr.openfoodfacts.org/images/products/20213688/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/20213688/front.7.200.jpg;1506286709
20213695;http://world-fr.openfoodfacts.org/produit/20213695/barquettes-choco-noisette-sondey;Barquettes choco-noisette;Sondey,Lidl;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:barquettes;Biscuits;France;http://fr.openfoodfacts.org/images/products/20213695/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/20213695/front.12.200.jpg;1494256899
20216702;http://world-fr.openfoodfacts.org/produit/20216702/sfogliatine-glassate-italiamo;Sfogliatine Glassate;Italiamo;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1478799365
20270353;http://world-fr.openfoodfacts.org/produit/20270353/boudoirs-sondey;Boudoirs;Sondey,Délices de Kerloch;Lidl;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:biscuits-secs, fr:boudoirs;Biscuits;France;http://fr.openfoodfacts.org/images/products/20270353/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/20270353/front.6.200.jpg;1509200958
20274653;http://world-fr.openfoodfacts.org/produit/20274653/boudoirs-sondey;Boudoirs;Sondey;LIDL;d;Boudoirs;Biscuits;France;;;1476210228
20276607;http://world-fr.openfoodfacts.org/produit/20276607/galettes-au-beurre-catago;Galettes au beurre;Catago;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au beurre;Biscuits;France;http://fr.openfoodfacts.org/images/products/20276607/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/20276607/front.6.200.jpg;1498210858
20302979;http://world-fr.openfoodfacts.org/produit/20302979/liodoro-amande-sondey;Liodoro Amande;Sondey;Lidl;e;Sugary snacks,Biscuits and cakes,Biscuits,Biscuits sablés;Biscuits;France;http://fr.openfoodfacts.org/images/products/20302979/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/20302979/front.8.200.jpg;1511438458
20302993;http://world-fr.openfoodfacts.org/produit/20302993/liodoro-vanille-sondey;Liodoro Vanille;Sondey;LIDL,Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés;Biscuits;France;http://fr.openfoodfacts.org/images/products/20302993/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/20302993/front.5.200.jpg;1510153730
20308986;http://world-fr.openfoodfacts.org/produit/20308986/liodoro-noix-de-coco-sondey;Liodoro noix de coco;Sondey;LIDL;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20308986/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/20308986/front.5.200.jpg;1437154103
20316365;http://world-fr.openfoodfacts.org/produit/20316365/biscino-coeur-fondant-au-lait-sondey;Biscino coeur fondant au lait;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20316365/front.15.400.jpg;http://fr.openfoodfacts.org/images/products/20316365/front.15.200.jpg;1445764139
20332389;http://world-fr.openfoodfacts.org/produit/20332389/fines-crepes-dentelle-saveurs-de-nos-regions;Fines Crêpes Dentelle;Saveurs de nos Régions,Lidl;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:crepes-and-galettes, en:crepes, fr:biscuits-secs;Biscuits;France;http://fr.openfoodfacts.org/images/products/20332389/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/20332389/front.10.200.jpg;1510245098
20350147;http://world-fr.openfoodfacts.org/produit/20350147/petit-beurre-chocolat-blanc-sondey;Petit beurre chocolat blanc;Sondey;Lidl;e;Biscuits au chocolat,Biscuits au chocolat blanc;Biscuits;France;http://fr.openfoodfacts.org/images/products/20350147/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/20350147/front.6.200.jpg;1423847698
20350154;http://world-fr.openfoodfacts.org/produit/20350154/sables-chocolat-coco-sondey;Sablés chocolat-coco;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits aux chocolat et à la noix de coco;Biscuits;France;http://fr.openfoodfacts.org/images/products/20350154/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/20350154/front.7.200.jpg;1446370364
20381523;http://world-fr.openfoodfacts.org/produit/20381523/evo-choc-sondey;Evo Choc;Sondey;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits;Biscuits;France;http://fr.openfoodfacts.org/images/products/20381523/front.15.400.jpg;http://fr.openfoodfacts.org/images/products/20381523/front.15.200.jpg;1506153282
20389994;http://world-fr.openfoodfacts.org/produit/20389994/neo-sondey;Neo;Sondey;LIDL;e;Biscuits au chocolat;Biscuits;France;http://fr.openfoodfacts.org/images/products/20389994/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/20389994/front.7.200.jpg;1460279294
20396141;http://world-fr.openfoodfacts.org/produit/20396141/palmiers-sondey;Palmiers;Sondey;;e;Palmiers;Biscuits;France;;;1477748995
