code;url;product_name;brands;stores;nutrition_grade_fr;categories;main_category_fr;countries_fr;image_url;image_small_url;last_modified_t;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g
3222472902782;http://world-fr.openfoodfacts.org/produit/3222472902782/biscuits-a-la-figue-casino;Biscuits à la figue;Casino;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits à la figue;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/290/2782/front_fr.19.400.jpg;https://static.openfoodfacts.org/images/products/322/247/290/2782/front_fr.19.200.jpg;1499851521;1629.0;8.8;70.0;43.0;4.6;4.5;0.58
3222473045792;http://world-fr.openfoodfacts.org/produit/3222473045792/biscuits-ble-epeautre-sesame-casino;Biscuits Blé, Épeautre & Sésame;Casino;Géant;c;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/304/5792/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/322/247/304/5792/front_fr.11.200.jpg;1523557360;2046.0;23.0;59.0;19.0;5.1;9.0;0.5
3222473045846;http://world-fr.openfoodfacts.org/produit/3222473045846/biscuits-pepites-de-chocolat-quinoa-casino;Biscuits Pépites de Chocolat & Quinoa;Casino;Casino;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/304/5846/front_fr.23.400.jpg;https://static.openfoodfacts.org/images/products/322/247/304/5846/front_fr.23.200.jpg;1524640555;1971.0;17.0;70.0;25.0;3.1;7.9;0.54
3222473260539;http://world-fr.openfoodfacts.org/produit/3222473260539/les-surprenant-piemont-casino-delices;Les Surprenant Piémont;Casino Delices;;e;Biscuits,Biscuits feuilletés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/326/0539/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/322/247/326/0539/front_fr.12.200.jpg;1524994531;2234.0;30.0;58.0;44.0;4.3;5.8;0.14
3222473390069;http://world-fr.openfoodfacts.org/produit/3222473390069/fusetti-au-chocolat-blanc-casino;Fusetti au Chocolat Blanc;Casino;Géant;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat blanc;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/339/0069/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/322/247/339/0069/front_fr.11.200.jpg;1520406743;2183.0;27.0;63.0;40.0;;6.1;0.29999999999999893
3222473585830;http://world-fr.openfoodfacts.org/produit/3222473585830/galettes-bretonnes-au-beurre-frais-casino;Galettes Bretonnes au Beurre Frais;Casino;Casino;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Biscuits sablés,Galettes-bretonnes;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/358/5830/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/247/358/5830/front_fr.5.200.jpg;1526130788;2051.0;21.0;68.0;26.0;2.0;6.0;1.0
3222473590292;http://world-fr.openfoodfacts.org/produit/3222473590292/galettes-suedoises-au-chocolat-casino-delices;Galettes Suédoises au chocolat;Casino Délices,Casino;;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/359/0292/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/322/247/359/0292/front_fr.12.200.jpg;1518253558;2029.0;26.0;56.0;39.0;3.6;5.2;0.62
3222473590308;http://world-fr.openfoodfacts.org/produit/3222473590308/galettes-suedoises-aux-flocons-d-avoine-casino;Galettes suédoises aux flocons d'avoine;Casino;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/359/0308/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/322/247/359/0308/front_fr.3.200.jpg;1524753769;2008.0;22.0;65.0;40.0;2.9;5.4;0.8
3222474410704;http://world-fr.openfoodfacts.org/produit/3222474410704/casino-barres-fruits-rouges;Casino barres fruits rouges;Casino;Géant;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/441/0704/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/441/0704/front_fr.7.200.jpg;1369260467;1596.0;5.5;76.0;50.0;4.0;4.0;0.508
3222474972516;http://world-fr.openfoodfacts.org/produit/3222474972516/tartelettes-citron-a-la-farine-d-epeautre-casino;Tartelettes citron à la farine d'épeautre;Casino;Géant Casino;d;Biscuits,Biscuits au citron;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/497/2516/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/497/2516/front_fr.7.200.jpg;1524405443;1686.0;12.0;69.0;37.0;3.4;4.7;0.33
3222475123603;http://world-fr.openfoodfacts.org/produit/3222475123603/sables-chocolat-au-lait-casino;Sablés chocolat au lait;Casino;Spar;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/512/3603/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/247/512/3603/front_fr.5.200.jpg;1523436828;2067.0;23.0;61.0;28.0;3.0;9.0;0.7
3222475152016;http://world-fr.openfoodfacts.org/produit/3222475152016/biscuits-pruneau-et-figue-casino;Biscuits Pruneau et Figue;Casino;Casino;c;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/515/2016/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/515/2016/front_fr.7.200.jpg;1424636021;1795.0;13.0;66.0;22.0;8.9;7.6;0.7366
3222475207969;http://world-fr.openfoodfacts.org/produit/3222475207969/biscuits-panda-parfum-vanille-choco-les-doodingues-de-casino;Biscuits panda parfum vanille choco;Les doodingues de casino;Casino;e;Biscuits;Biscuits;France;;;1443980233;2001.0;20.0;68.0;25.0;0.0;6.2;0.32
3222475209796;http://world-fr.openfoodfacts.org/produit/3222475209796/bat-o-choc-chocolat-au-lait-casino;Bat'o choc chocolat au lait;Casino;Casino;e;Pockys,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/520/9796/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/322/247/520/9796/front_fr.8.200.jpg;1425001352;2090.0;24.0;64.0;39.0;;6.7;0.68
3222475415647;http://world-fr.openfoodfacts.org/produit/3222475415647/gouters-ronds-parfum-choco-casino;Goûters ronds parfum choco;Casino;Géant;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/541/5647/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/541/5647/front_fr.7.200.jpg;1504300167;2000.0;18.0;70.5;31.8;3.41;6.36;0.47700000000000004
3222475415791;http://world-fr.openfoodfacts.org/produit/3222475415791/gouters-ronds-bi-gout-lait-choco-les-doodingues;Goûters Ronds Bi-goût Lait Choco;Les Doodingues,Casino;;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/541/5791/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/322/247/541/5791/front_fr.11.200.jpg;1516734776;1971.0;19.0;69.0;31.0;;6.1;0.55
3222475415845;http://world-fr.openfoodfacts.org/produit/3222475415845/mini-gouters-ronds-parfum-choco-casino;Mini goûters ronds parfum choco;Casino,Les doodingues;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/541/5845/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/322/247/541/5845/front_fr.6.200.jpg;1520873622;2113.0;23.68;64.21;32.63;3.3;7.37;0.2
3222475417238;http://world-fr.openfoodfacts.org/produit/3222475417238/gouters-ronds-parfum-choco-casino;Goûters ronds parfum choco;Casino;Géant;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/541/7238/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/322/247/541/7238/front_fr.8.200.jpg;1475168362;2000.0;18.0;70.5;31.8;3.41;6.36;0.47700000000000004
3222475424618;http://world-fr.openfoodfacts.org/produit/3222475424618/barres-coeur-gout-choco-les-doodingues;Barres coeur gout choco;Les Doodingues,Casino;Casino;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/542/4618/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/322/247/542/4618/front_fr.9.200.jpg;1426691167;2117.0;26.0;59.0;33.0;3.0;7.5;0.5
3222475426315;http://world-fr.openfoodfacts.org/produit/3222475426315/les-doodingues-casino;Les Doodingues;Casino;Casino;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/542/6315/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/542/6315/front_fr.7.200.jpg;1461231887;1976.0;19.0;66.0;26.0;4.0;7.0;1.0
3222475439841;http://world-fr.openfoodfacts.org/produit/3222475439841/sables-nappes-choco-lait-les-doodingues;Sablés nappés choco lait;Les Doodingues,Casino;Vival;e;Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/543/9841/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/543/9841/front_fr.7.200.jpg;1395166968;2142.0;25.0;65.0;29.0;;6.6;0.51054
3222475441677;http://world-fr.openfoodfacts.org/produit/3222475441677/croquant-de-cordes-aux-eclats-d-amandes-casino;Croquant de Cordes aux Éclats d'Amandes;Casino;Casino;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/544/1677/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/322/247/544/1677/front_fr.12.200.jpg;1502460833;1958.0;15.0;75.0;64.0;;8.2;0.08
3222475442674;http://world-fr.openfoodfacts.org/produit/3222475442674/gouters-fourres-cacao-maigre-casino;Goûters Fourrés Cacao Maigre;Casino,Casino Bio;Casino;d;Biscuits au chocolat noir,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/544/2674/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/544/2674/front_fr.7.200.jpg;1493670546;2014.0;19.0;67.0;33.0;3.2;8.6;0.57
3222475512155;http://world-fr.openfoodfacts.org/produit/3222475512155/sables-coeur-pomme-facon-tatin-casino;Sablés Cœur Pomme Façon Tatin ;Casino;Casino;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/551/2155/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/322/247/551/2155/front_fr.3.200.jpg;1489317959;1970.0;21.0;65.0;28.0;;5.2;0.73
3222475591099;http://world-fr.openfoodfacts.org/produit/3222475591099/le-sable-beurre-et-sel-de-guerande-casino;Le Sablé Beurre et Sel de Guérande;Casino;Casino;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/559/1099/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/322/247/559/1099/front_fr.11.200.jpg;1526128719;1975.0;20.0;67.0;24.0;;6.0;1.7
3222475626722;http://world-fr.openfoodfacts.org/produit/3222475626722/petit-beurre-bio-casino;Petit beurre Bio;Casino;Casino;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/562/6722/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/247/562/6722/front_fr.5.200.jpg;1414945425;2138.0;26.0;62.0;35.0;;7.2;0.58928
3222475706059;http://world-fr.openfoodfacts.org/produit/3222475706059/biscuits-soja-orange-casino;Biscuits soja orange;Casino,Vitalité;Casino;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1520091399;1895.0;16.0;61.0;17.0;4.4;14.0;0.699999999999999
3222475733673;http://world-fr.openfoodfacts.org/produit/3222475733673/biscuits-cacaotes-tout-ronds-casino;Biscuits Cacaotés tout ronds;Casino;Casino;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/573/3673/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/322/247/573/3673/front_fr.6.200.jpg;1499863580;1973.0;19.0;70.0;34.0;;4.7;0.83
3222475752599;http://world-fr.openfoodfacts.org/produit/3222475752599/biscuits-petit-dejeuner-cereales-et-pepies-de-chocolat-casino;Biscuits Petit déjeuner céréales et pépies de chocolat;Casino;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/575/2599/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/247/575/2599/front_fr.7.200.jpg;1525756887;2033.0;22.0;61.0;29.0;5.6;8.0;0.54
3222475752605;http://world-fr.openfoodfacts.org/produit/3222475752605/biscuits-petit-dejeuner-cereales-et-fruits-rouges-casino;Biscuits Petit déjeuner céréales et fruits rouges;Casino;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/575/2605/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/247/575/2605/front_fr.5.200.jpg;1472922068;1900.0;15.0;71.0;31.0;3.7;6.4;0.49
3222475983498;http://world-fr.openfoodfacts.org/produit/3222475983498/crackers-3-graines-casino;Crackers 3 graines;Casino,Casino Bio;;c;en:salty-snacks, en:sugary-snacks, en:appetizers, en:biscuits-and-cakes, en:biscuits, en:crackers;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/598/3498/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/247/598/3498/front_fr.4.200.jpg;1516548192;1845.0;17.0;48.0;0.0;14.0;17.0;1.83
3222476028488;http://world-fr.openfoodfacts.org/produit/3222476028488/palmiers-casino-bio;Palmiers;Casino Bio;;e;Palmiers;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/602/8488/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/247/602/8488/front_fr.4.200.jpg;1521050083;2130.0;26.0;63.0;16.0;0.0;5.7;0.619999999999999
3222476093332;http://world-fr.openfoodfacts.org/produit/3222476093332/biscuit-pepites-de-chocolat-et-graines-casino;Biscuit pépites de chocolat et graines;Casino;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/609/3332/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/322/247/609/3332/front_fr.6.200.jpg;1525164238;2151.0;28.0;54.0;30.0;4.6;9.2;0.65
3222476416780;http://world-fr.openfoodfacts.org/produit/3222476416780/biscuit-matin-casino;Biscuit Matin;Casino;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/641/6780/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/322/247/641/6780/front_fr.3.200.jpg;1499851225;1933.0;18.0;64.0;29.0;6.0;8.0;0.8
3222476476722;http://world-fr.openfoodfacts.org/produit/3222476476722/biscuits-aux-flocons-d-avoine-casino;Biscuits Aux Flocons D'avoine;Casino;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/647/6722/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/247/647/6722/front_fr.4.200.jpg;1520012339;2213.0;29.0;61.0;35.0;2.8;4.6;0.6
3222476670793;http://world-fr.openfoodfacts.org/produit/3222476670793/tea-biscuits-casino;Tea biscuits;Casino;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/667/0793/front_fr.18.400.jpg;https://static.openfoodfacts.org/images/products/322/247/667/0793/front_fr.18.200.jpg;1514363223;1863.0;13.0;74.0;25.0;;7.3;0.66
3222476702456;http://world-fr.openfoodfacts.org/produit/3222476702456/biscuits-matin-fourres-parfum-yaourt-casino;Biscuits Matin Fourrés Parfum Yaourt;Casino;;d;Biscuits,Biscuits fourrés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/670/2456/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/247/670/2456/front_fr.4.200.jpg;1513504814;1954.0;18.0;67.0;27.0;3.4;7.5;0.5799999999999991
3222476753397;http://world-fr.openfoodfacts.org/produit/3222476753397/biscuit-raisins-secs-graines-de-courge-sesame-casino;Biscuit raisins secs, graines de courge, sésame;Casino,Casino Bio,Van Delft;Géant Casino;c;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/675/3397/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/322/247/675/3397/front_fr.13.200.jpg;1518338977;1745.0;11.0;64.0;30.0;5.7;12.0;0.53
3222476786029;http://world-fr.openfoodfacts.org/produit/3222476786029/choco-crak-casino;Choco crak;Casino;;e;biscuit,biscuit fourré chocolat,biscuit au chocolat,biscuit au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/678/6029/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/322/247/678/6029/front_fr.12.200.jpg;1520408358;2144.0;25.0;64.0;37.0;3.0;6.3;0.699999999999999
3222476825063;http://world-fr.openfoodfacts.org/produit/3222476825063/biscuits-matin-casino;Biscuits MATIN;Casino;Casino;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, fr:Biscuits petit-déjeuner;Biscuits;France;https://static.openfoodfacts.org/images/products/322/247/682/5063/front_fr.14.400.jpg;https://static.openfoodfacts.org/images/products/322/247/682/5063/front_fr.14.200.jpg;1518267791;2059.0;21.0;65.0;30.0;5.5;8.0;0.95
3226211500024;http://world-fr.openfoodfacts.org/produit/3226211500024/les-sables-d-antan-biscuiterie-de-l-abbaye;Les Sablés d'Antan;Biscuiterie de l'Abbaye;Cora;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/150/0024/front_fr.17.400.jpg;https://static.openfoodfacts.org/images/products/322/621/150/0024/front_fr.17.200.jpg;1459081121;2111.0;24.0;64.0;27.0;3.0;6.5;0.3
3226219000175;http://world-fr.openfoodfacts.org/produit/3226219000175/galettes-normandes-biscuiterie-de-l-abbaye;Galettes Normandes;Biscuiterie de l'Abbaye;Cora;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/0175/front_fr.14.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/0175/front_fr.14.200.jpg;1473946215;1874.0;13.0;74.0;31.0;2.0;7.0;1.0
3226219000748;http://world-fr.openfoodfacts.org/produit/3226219000748/les-sables-de-l-abbaye-biscuiterie-de-l-abbaye;Les Sablés de l’Abbaye;Biscuiterie De L’abbaye;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/0748/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/0748/front_fr.4.200.jpg;1508426803;2007.0;19.0;69.0;25.0;1.5;7.0;0.41999999999999893
3226219000823;http://world-fr.openfoodfacts.org/produit/3226219000823/chocoladises-au-lait-biscuiterie-de-l-abbaye;Chocoladises Au Lait;Biscuiterie de l abbaye;;e;fr:Biscuits au chocolat;Biscuits;France;;;1510138634;2125.0;25.0;68.0;39.0;2.5;6.5;0.34
3226219003022;http://world-fr.openfoodfacts.org/produit/3226219003022/le-trouvillais-pommes-biscuiterie-de-l-abbaye;Le Trouvillais Pommes;Biscuiterie de l'Abbaye;Auchan;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/3022/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/3022/front_fr.7.200.jpg;1525952761;2091.0;23.0;67.0;32.0;2.0;5.0;0.4
3226219004890;http://world-fr.openfoodfacts.org/produit/3226219004890/galettes-des-vikings-au-sarrasin-biscuiterie-de-l-abbaye;Galettes des vikings au sarrasin;Biscuiterie de l'Abbaye;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/4890/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/4890/front_fr.12.200.jpg;1448725696;2025.0;20.0;67.0;24.0;3.0;7.5;1.0
3226219005712;http://world-fr.openfoodfacts.org/produit/3226219005712/assortiment-de-sables-pur-beurre-biscuiterie-de-l-abbaye;Assortiment de Sablés Pur Beurre;Biscuiterie de l'Abbaye;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/5712/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/5712/front_fr.8.200.jpg;1521916423;2134.0;25.0;66.0;32.0;;5.0;0.4
3226219008058;http://world-fr.openfoodfacts.org/produit/3226219008058/le-petit-normand-chocolat-au-lait-biscuiterie-de-l-abbaye;Le petit Normand Chocolat au lait;Biscuiterie de l abbaye,Biscuiterie de l'Abbaye;Carrefour;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, de:kekse-mit-milchschokolade;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/8058/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/8058/front_fr.8.200.jpg;1518455056;2176.0;26.0;62.0;31.0;2.0;8.5;0.55
3226219008065;http://world-fr.openfoodfacts.org/produit/3226219008065/le-petit-normand-nature-biscuiterie-de-l-abbaye;Le petit normand nature;Biscuiterie de l abbaye,Biscuiterie de l'Abbaye;;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/8065/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/8065/front_fr.11.200.jpg;1509544789;2004.0;19.0;68.0;24.0;2.0;8.0;0.63
3226219008072;http://world-fr.openfoodfacts.org/produit/3226219008072/140g-petit-normand-p-chocolat-biscuiterie-de-l-abbaye;140G Petit Normand P. chocolat Biscuiterie De L'abbaye;Biscuiterie de l'Abbaye;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/8072/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/8072/front_fr.7.200.jpg;1520975593;2021.0;21.0;64.0;29.0;3.0;8.0;0.5
3226219009857;http://world-fr.openfoodfacts.org/produit/3226219009857/le-carre-normand-chocolat-biscuiterie-de-l-abbaye;Le Carré Normand Chocolat;Biscuiterie de l'Abbaye;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/9857/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/9857/front_fr.8.200.jpg;1524560838;2113.0;27.0;57.5;27.0;3.0;6.5;0.5
3226219009864;http://world-fr.openfoodfacts.org/produit/3226219009864/carre-normand-caramel-biscuiterie-de-l-abbaye;Carré normand caramel;Biscuiterie de l'Abbaye;Lidl;e;en:Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/900/9864/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/621/900/9864/front_fr.5.200.jpg;1526236688;2121.0;26.0;62.0;29.0;1.5;5.5;0.6
3226219010372;http://world-fr.openfoodfacts.org/produit/3226219010372/biscuits-cereales-fruits-rouges-fleurs-des-bles;Biscuits Céréales Fruits Rouges;Fleurs des Blés,Biscuiterie De l'Abbaye;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Biscuits aux fruits rouges;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/901/0372/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/322/621/901/0372/front_fr.13.200.jpg;1499930286;1891.0;15.0;71.0;31.0;3.5;6.5;0.49000000000000105
3226219010914;http://world-fr.openfoodfacts.org/produit/3226219010914/biscuit-pur-beurre-aux-epices-biscuiterie-de-l-abbaye;Biscuit Pur Beurre aux Épices;Biscuiterie de l'Abbaye;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/322/621/901/0914/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/621/901/0914/front_fr.4.200.jpg;1515863677;2134.0;24.0;64.0;30.0;2.5;8.3;0.570000000000001
3229580000010;http://world-fr.openfoodfacts.org/produit/3229580000010/galette-charentaise-beurlay-pur-beurre;Galette charentaise Beurlay Pur beurre;Beurlay;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Biscuits pur beurre,Galettes pur beurre;Biscuits;France;https://static.openfoodfacts.org/images/products/322/958/000/0010/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/322/958/000/0010/front_fr.3.200.jpg;1520580980;1778.0;16.0;64.0;34.0;;5.7;0.5
3229580007835;http://world-fr.openfoodfacts.org/produit/3229580007835/galette-charentaise-pur-beurre-a-l-angelique-beurlay;Galette Charentaise Pur Beurre à l'Angélique;Beurlay;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Galettes sablées;Biscuits;France;https://static.openfoodfacts.org/images/products/322/958/000/7835/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/322/958/000/7835/front_fr.8.200.jpg;1524253464;1741.0;15.0;64.0;35.0;;5.6;0.53
3229580017186;http://world-fr.openfoodfacts.org/produit/3229580017186/galettes-pur-beurre-beurlay;Galettes Pur Beurre;Beurlay;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/322/958/001/7186/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/322/958/001/7186/front_fr.4.200.jpg;1525714180;1858.0;16.0;66.0;31.0;;5.0;0.23
3229820021010;http://world-fr.openfoodfacts.org/produit/3229820021010/coup-double-bio-bjorg;Coup Double Bio Bjorg;Bjorg;Monoprix;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/982/002/1010/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/982/002/1010/front_fr.5.200.jpg;1426416433;2107.0;24.0;60.0;23.0;3.6;10.0;0.254
3229820112046;http://world-fr.openfoodfacts.org/produit/3229820112046/le-biscuit-de-natty-bio-bjorg;Le Biscuit de Natty Bio;Bjorg;Auchan;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/322/982/011/2046/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/322/982/011/2046/front_fr.10.200.jpg;1524676705;2125.0;25.0;61.8;34.3;4.1;7.0;0.4
3229820156118;http://world-fr.openfoodfacts.org/produit/3229820156118/equilidej-cereales-miel-noisettes-bjorg;Equilidej Céréales Miel Noisettes;Bjorg;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/322/982/015/6118/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/322/982/015/6118/front_fr.5.200.jpg;1447315402;2113.0;25.0;60.0;24.0;4.0;8.0;0.25
