code;url;product_name;brands;stores;nutrition_grade_fr;categories;main_category_fr;countries_fr;image_url;image_small_url;last_modified_t;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g
1151;http://world-fr.openfoodfacts.org/produit/1151/mini-crepes-chocolait-bijou;Mini Crêpes ChocoLait;Bijou;Correspondance;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Crêpes et galettes,Biscuits au chocolat,Crêpes,Biscuits au chocolat au lait,Crêpes au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/1151/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/1151/front_fr.8.200.jpg;1480582546;2018.0;18.0;72.0;48.0;1.7;6.7;0.2
1664;http://world-fr.openfoodfacts.org/produit/1664/brins-de-chococaramel-bijou;Brins de ChocoCaramel;Bijou;Correspondance;e;Biscuits au chocolat au lait,Biscuits et gâteaux,Biscuits au caramel;Biscuits;France;https://static.openfoodfacts.org/images/products/1664/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/1664/front_fr.10.200.jpg;1480625309;1960.0;16.0;75.0;50.0;1.0;5.0;0.28
744485;http://world-fr.openfoodfacts.org/produit/744485/custard-creams-simply-ms;Custard creams;simply MS;;e;Biscuits-fourres,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/744485/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/744485/front_fr.8.200.jpg;1461437710;2037.0;20.8;68.6;28.4;2.0;5.0;0.45000000000000107
00099233;http://world-fr.openfoodfacts.org/produit/00099233/cheese-twists-marks-spencer;Cheese Twists;Marks & Spencer;Marks & Spencer;e;Snacks sucrés,Biscuits et gâteaux,Snacks salés,Apéritif,Biscuits,Biscuits apéritifs,Biscuits feuilletés;Biscuits;France;https://static.openfoodfacts.org/images/products/00099233/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/00099233/front_fr.9.200.jpg;1497902705;2155.0;28.7;50.5;2.6;3.3;12.1;1.85
00156738;http://world-fr.openfoodfacts.org/produit/00156738/milk-chocolate-orange-biscuits-marks-spencer;Milk Chocolate Orange Biscuits;Marks & Spencer;Marks & Spencer;e;Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/00156738/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00156738/front_fr.4.200.jpg;1509041692;2142.0;25.7;62.3;48.9;2.5;6.5;0.28
00379953;http://world-fr.openfoodfacts.org/produit/00379953/biscuits-avec-morceaux-d-amandes-marks-spencer;Biscuits avec morceaux d'amandes;Marks & Spencer;;e;Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/00379953/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/00379953/front_fr.6.200.jpg;1521182483;2142.0;26.4;60.5;19.8;2.3;6.9;0.4
0039047001138;http://world-fr.openfoodfacts.org/produit/0039047001138/shortbread-fingers-160g-walkers;Shortbread Fingers 160g;Walkers;M&S;e;en:Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/003/904/700/1138/front_fr.52.400.jpg;https://static.openfoodfacts.org/images/products/003/904/700/1138/front_fr.52.200.jpg;1525597141;2230.0;30.3;58.4;16.2;2.1;5.6;0.7
0039047010215;http://world-fr.openfoodfacts.org/produit/0039047010215/chocolate-chip-shortbread-walkers;Chocolaté chip shortbread;Walkers;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits sans gluten,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/003/904/701/0215/front_fr.19.400.jpg;https://static.openfoodfacts.org/images/products/003/904/701/0215/front_fr.19.200.jpg;1525761496;2159.0;27.1;63.5;28.3;1.5;3.7;0.6
0039047011496;http://world-fr.openfoodfacts.org/produit/0039047011496/pure-butter-chocolate-chip-shortbread-walkers;Pure Butter Chocolate Chip Shortbread;Walkers;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/003/904/701/1496/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/003/904/701/1496/front_fr.9.200.jpg;1446034301;2168.0;27.6;61.3;25.7;2.0;5.2;0.7
0039047014909;http://world-fr.openfoodfacts.org/produit/0039047014909/pure-butter-chocolate-chip-shortbread-33-free-walkers;Pure butter Chocolate Chip Shortbread (+33% free);Walkers;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/003/904/701/4909/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/003/904/701/4909/front_fr.5.200.jpg;1495200393;2167.0;27.6;61.3;25.7;2.0;5.2;0.699999999999999
0039047153547;http://world-fr.openfoodfacts.org/produit/0039047153547/biscuits-a-l-avoine-aux-myrtilles-et-a-la-vanille-weight-watchers;Biscuits à l'avoine aux myrtilles et à la vanille;Weight Watchers;;b;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/003/904/715/3547/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/003/904/715/3547/front_fr.5.200.jpg;1520107556;1881.0;17.2;60.5;18.8;10.9;7.6;0.1
0044936322768;http://world-fr.openfoodfacts.org/produit/0044936322768/all-butter-honey-oat-biscuits-crabtree-evelyn;All Butter Honey & Oat Biscuits;Crabtree & Evelyn;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/004/493/632/2768/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/004/493/632/2768/front_fr.4.200.jpg;1517766784;2088.0;25.0;61.0;27.0;;6.3;0.56
0058089005058;http://world-fr.openfoodfacts.org/produit/0058089005058/biscuits-feuille-d-erable-erabliere-du-moulin;Biscuits Feuille d'Érable;Érabliere du Moulin;;e;Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/005/808/900/5058/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/005/808/900/5058/front_fr.4.200.jpg;1506633009;2092.0;19.8;74.5;46.0;1.1;3.2;0.4064
0061232203072;http://world-fr.openfoodfacts.org/produit/0061232203072/nairns-rough-oatcake;Nairns Rough Oatcake;Nairns;Co-operative,Sainsbury's;c;Biscuits,Crackers;Biscuits;France;;;1521139727;1824.0;17.0;55.6;0.8;8.0;10.3;1.47
0064100256613;http://world-fr.openfoodfacts.org/produit/0064100256613/pop-tarts-frosted-chocolate-fudge;Pop Tarts Frosted Chocolate Fudge;;;d;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/006/410/025/6613/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/006/410/025/6613/front_fr.4.200.jpg;1521975121;1674.0;10.0;72.0;38.0;;6.0;0.44
0065928001003;http://world-fr.openfoodfacts.org/produit/0065928001003/mini-biscuits-a-l-erable-turkey-hill;Mini-Biscuits à l'Érable;Turkey Hill;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au sirop d'Erable;Biscuits;France;https://static.openfoodfacts.org/images/products/006/592/800/1003/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/006/592/800/1003/front_fr.13.200.jpg;1499858270;1980.0;15.8;73.7;19.3;1.75;5.26;2.63
0066721005700;http://world-fr.openfoodfacts.org/produit/0066721005700/the-original-oreo-christie;The Original Oreo;Christie;;d;Chocolate biscuits;Biscuits;France;;;1525464529;2000.0;19.6;73.9;39.1;0.0;4.35;0.1905
0072417152924;http://world-fr.openfoodfacts.org/produit/0072417152924/finger-cadbury;Finger;Cadbury;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/007/241/715/2924/front_fr.38.400.jpg;https://static.openfoodfacts.org/images/products/007/241/715/2924/front_fr.38.200.jpg;1524843220;2134.0;24.8;63.6;39.3;3.1;6.7;0.4
0072417153181;http://world-fr.openfoodfacts.org/produit/0072417153181/finger-blanc-cadbury;Finger blanc;Cadbury;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/007/241/715/3181/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/007/241/715/3181/front_fr.6.200.jpg;1432381741;2165.0;27.9;59.7;31.0;1.9;6.1;0.6
0072417160394;http://world-fr.openfoodfacts.org/produit/0072417160394/mini-finger-l-original-cadbury;Mini Finger l'Original;Cadbury;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/007/241/716/0394/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/007/241/716/0394/front_fr.8.200.jpg;1502562705;2159.0;25.3;65.1;40.0;1.5;6.9;0.5
0072417161858;http://world-fr.openfoodfacts.org/produit/0072417161858/finger-cacahuete-cadbury;Finger Cacahuète;Cadbury;;e;Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/007/241/716/1858/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/007/241/716/1858/front_fr.11.200.jpg;1509180338;2197.0;26.9;64.1;39.8;1.4;6.7;0.6
0077330566087;http://world-fr.openfoodfacts.org/produit/0077330566087/biscuits-a-l-avoine-et-aux-canneberges-royal-dansk;Biscuits à l'avoine et aux canneberges;Royal Dansk;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/007/733/056/6087/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/007/733/056/6087/front_fr.7.200.jpg;1421190432;2077.0;24.0;63.0;29.0;3.0;5.6;1.09982
0077330566223;http://world-fr.openfoodfacts.org/produit/0077330566223/chocolate-chip-cookies-royal-dansk;Chocolate Chip Cookies;Royal Dansk;;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/007/733/056/6223/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/007/733/056/6223/front_fr.8.200.jpg;1437409272;2030.0;24.2;63.6;36.4;3.03;6.06;0.0008470000000000001
020792;http://world-fr.openfoodfacts.org/produit/020792/les-pepites-de-noel-etoiles-a-la-cannelle-coffea;Les Pépites de Noël - Étoiles à la Cannelle;Cofféa;;d;Biscuits,Aliments et boissons de Noël,Pains d'épices;Biscuits;France;https://static.openfoodfacts.org/images/products/020792/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/020792/front_fr.5.200.jpg;1524168735;1901.0;21.0;57.0;51.0;;7.0;0.03
0209868013973;http://world-fr.openfoodfacts.org/produit/0209868013973/palmiers-leclerc;Palmiers;Leclerc;Leclerc;e;Palmiers;Biscuits;France;https://static.openfoodfacts.org/images/products/020/986/801/3973/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/020/986/801/3973/front_fr.4.200.jpg;1513250670;1644.0;23.0;42.0;15.0;;4.5;0.930000000000001
0209957030577;http://world-fr.openfoodfacts.org/produit/0209957030577/tuiles-aux-amandes-leclerc;Tuiles aux Amandes;Leclerc;;d;Tuiles aux amandes,Biscuits aux amandes,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/020/995/703/0577/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/020/995/703/0577/front_fr.4.200.jpg;1526151420;1703.0;22.0;42.0;33.0;;9.0;0.09
0261450121718;http://world-fr.openfoodfacts.org/produit/0261450121718/biscuits-p-tit-dej-bio-le-moulin-du-pivert;Biscuits p'tit dej bio;Le moulin du pivert;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/026/145/012/1718/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/026/145/012/1718/front_fr.3.200.jpg;1473801465;1889.0;19.7;63.1;19.8;4.8;6.9;0.83
0615000022732;http://world-fr.openfoodfacts.org/produit/0615000022732/chocolate-picccadilly-biscuits-fortnum-mason;Chocolate Picccadilly Biscuits;Fortnum & Mason;;d;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/061/500/002/2732/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/061/500/002/2732/front_fr.4.200.jpg;1502723428;2238.0;32.8;54.4;33.3;5.4;0.0;0.2
0652655000159;http://world-fr.openfoodfacts.org/produit/0652655000159/raspberry-white-chocolate-and-pistachio-crumbles-border-biscuits;Raspberry, White Chocolate and Pistachio Crumbles;Border Biscuits;Comptoir Irlandais;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/065/265/500/0159/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/065/265/500/0159/front_fr.12.200.jpg;1469050618;1824.0;21.9;52.1;26.0;;6.0;0.8
0652655000890;http://world-fr.openfoodfacts.org/produit/0652655000890/sable-aux-flocons-d-avoine-canneberges-yaourt-graines-de-citrouille-border;Sablé aux Flocons d'Avoine, Canneberges, Yaourt & Graines de Citrouille;Border,Border Biscuits;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/065/265/500/0890/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/065/265/500/0890/front_fr.4.200.jpg;1506365813;1615.0;20.7;41.1;15.7;;7.7;0.699999999999999
0652655300006;http://world-fr.openfoodfacts.org/produit/0652655300006/butterscotch-biscuits-border-biscuits;Butterscotch biscuits;Border Biscuits;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/065/265/530/0006/front.10.400.jpg;https://static.openfoodfacts.org/images/products/065/265/530/0006/front.10.200.jpg;1523541484;1879.0;21.8;57.7;26.5;;4.8;1.3
0654479009608;http://world-fr.openfoodfacts.org/produit/0654479009608/p-tit-coffret-garni-de-biscuits-fins-pur-beurre-delaunay-leveille;P'tit Coffret Garni de Biscuits Fins Pur Beurre;Delaunay Léveillé;;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/065/447/900/9608/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/065/447/900/9608/front_fr.4.200.jpg;1516007318;2159.0;26.0;65.0;31.0;;5.7;0.8
0654479222090;http://world-fr.openfoodfacts.org/produit/0654479222090/galette-bretonnes-bretagne-specialites;Galette Bretonnes;Bretagne Spécialités;;e;Galettes bretonnes,Galettes sablées,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/065/447/922/2090/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/065/447/922/2090/front_fr.4.200.jpg;1523041990;2063.0;21.0;69.0;25.0;;6.2;1.1
0654479773127;http://world-fr.openfoodfacts.org/produit/0654479773127/biscuits-pur-beurre-de-savoie-delaunay-leveille;biscuits pur beurre de savoie;Delaunay Leveillé;;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/065/447/977/3127/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/065/447/977/3127/front_fr.4.200.jpg;1520839602;2084.0;25.1;64.4;31.1;;6.2;0.7
0697893253264;http://world-fr.openfoodfacts.org/produit/0697893253264/palets-aux-perles-de-chocolat-fauchon;Palets aux Perles de Chocolat;Fauchon;Fauchon;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/069/789/325/3264/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/069/789/325/3264/front_fr.8.200.jpg;1439141732;2210.0;29.1;60.0;23.6;12.7;7.27;0.7390000000000001
0812668020180;http://world-fr.openfoodfacts.org/produit/0812668020180/palmiers-puffs-caramalized-sugar-4-23-oz-michel-et-augustin;Palmiers Puffs, Caramalized Sugar, 4.23 Oz;Michel et Augustin;;d;Palmiers;Biscuits;France;https://static.openfoodfacts.org/images/products/081/266/802/0180/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/081/266/802/0180/front_fr.8.200.jpg;1522679666;2218.0;30.0;63.0;8.0;;7.0;0.41000000000000103
0870719000208;http://world-fr.openfoodfacts.org/produit/0870719000208/lemon-puff-bolands;Lemon Puff;Bolands;Le-comptoir-irlandais;e;Biscuits,Biscuits-fourres;Biscuits;France;https://static.openfoodfacts.org/images/products/087/071/900/0208/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/087/071/900/0208/front_fr.4.200.jpg;1522254856;2121.0;25.6;62.0;17.6;3.0;6.1;0.7
10831104;http://world-fr.openfoodfacts.org/produit/10831104/coeurs-au-beurre-et-aux-amandes-hema;Cœurs au Beurre et aux Amandes;Hema;Hema;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Biscuits aux amandes;Biscuits;France;https://static.openfoodfacts.org/images/products/10831104/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/10831104/front_fr.10.200.jpg;1521982520;2054.0;23.2;63.7;29.2;1.9;5.9;1.05
11916444;http://world-fr.openfoodfacts.org/produit/11916444/sable-coco-cacao-au-sirop-d-agave-gerble;Sablé coco cacao au sirop d'agave;Gerblé;;c;biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/11916444/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/11916444/front_fr.4.200.jpg;1505748801;1966.0;20.0;60.0;13.0;7.6;8.6;0.7799999999999989
1201509270003;http://world-fr.openfoodfacts.org/produit/1201509270003/sockerfria-kakor-havre-ikea;Sockerfria Kakor Havre;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/120/150/927/0003/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/120/150/927/0003/front_fr.12.200.jpg;1484503830;2060.0;33.0;51.0;0.4;;4.8;1.0
1303058010007;http://world-fr.openfoodfacts.org/produit/1303058010007/kakor-hallon-ikea;Kakor hallon ;Ikea;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/130/305/801/0007/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/130/305/801/0007/front_fr.3.200.jpg;1512405611;1990.0;19.0;71.0;37.0;;4.2;0.53
1401290200009;http://world-fr.openfoodfacts.org/produit/1401290200009/kex-ikea;KEX;Ikea;;d;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/140/129/020/0009/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/140/129/020/0009/front_fr.9.200.jpg;1491750125;1757.0;;;19.0;0.0;7.9;1.4
1402517320005;http://world-fr.openfoodfacts.org/produit/1402517320005/pepparkaka-ikea;Pepparkaka;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/140/251/732/0005/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/140/251/732/0005/front_fr.7.200.jpg;1492027706;1946.0;17.0;72.0;33.0;;5.4;1.2
1496500570003;http://world-fr.openfoodfacts.org/produit/1496500570003/kakor-havreflarn-biscuits-ikea;Kakor Havreflarn (biscuits IKEA);Ikea;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/149/650/057/0003/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/149/650/057/0003/front_fr.3.200.jpg;1522250512;2050.0;23.0;65.0;41.0;0.0;5.2;0.8400000000000011
1603748930005;http://world-fr.openfoodfacts.org/produit/1603748930005/biscuit-avoine-et-chocolat-ikea;Biscuit Avoine et Chocolat;Ikea;Ikea;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/160/374/893/0005/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/160/374/893/0005/front_fr.4.200.jpg;1517832615;2121.0;26.0;61.0;41.0;;5.0;0.67
1701246860005;http://world-fr.openfoodfacts.org/produit/1701246860005/galettes-doubles-au-chocolat-ikea;Galettes doubles au chocolat;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/170/124/686/0005/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/170/124/686/0005/front_fr.6.200.jpg;1490555151;2117.0;26.0;61.0;41.0;;5.2;0.63
1803058080005;http://world-fr.openfoodfacts.org/produit/1803058080005/kakor-choklad-ikea;Kakor Choklad;Ikea;Ikea;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/180/305/808/0005/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/180/305/808/0005/front_fr.13.200.jpg;1499280698;2075.0;24.0;64.0;35.0;;5.2;0.530000000000001
18437016774004;http://world-fr.openfoodfacts.org/produit/18437016774004/rosfit-dulces-laly;ROSFit;Dulces Laly;Noz;b;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Biscuits édulcorés;Biscuits;France;https://static.openfoodfacts.org/images/products/184/370/167/74004/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/184/370/167/74004/front_fr.8.200.jpg;1520090658;1615.0;14.3;42.5;0.5;;14.1;0.13
19033358;http://world-fr.openfoodfacts.org/produit/19033358/gouters-fourres-a-la-mousse-au-chocolat-leader-price;Goûters Fourrés à la Mousse au Chocolat;Leader Price;Leader Price;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/19033358/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/19033358/front_fr.11.200.jpg;1519489461;1908.0;24.6;53.3;31.2;2.4;5.1;0.33000000000000107
1903749190003;http://world-fr.openfoodfacts.org/produit/1903749190003/kafferep-ikea;Kafferep;Ikea;;e;Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/190/374/919/0003/front_fr.20.400.jpg;https://static.openfoodfacts.org/images/products/190/374/919/0003/front_fr.20.200.jpg;1523617917;2033.0;33.0;50.0;0.0;;4.7;1.1
2000000017693;http://world-fr.openfoodfacts.org/produit/2000000017693/galettes-pur-beurre-a-la-fleur-de-sel-de-guerande-cado-d-armor;Galettes Pur Beurre à la Fleur de Sel de Guérande;Cado d'Armor;;e;Galettes bretonnes,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/001/7693/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/200/000/001/7693/front_fr.6.200.jpg;1522765419;2008.0;19.7;70.1;27.3;;6.3;0.8
2000000017785;http://world-fr.openfoodfacts.org/produit/2000000017785/ptit-beurre-breton-bretagne-specialites;Ptit Beurre Breton;Bretagne Specialités;;e;Biscuits bretons,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/001/7785/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/200/000/001/7785/front_fr.6.200.jpg;1503349417;2025.0;20.7;69.0;26.7;0.0;6.2;0.699999999999999
2000000024630;http://world-fr.openfoodfacts.org/produit/2000000024630/biscuit-chocolat-cereales-gerlinea;Biscuit chocolat céréales;Gerlinéa;;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/002/4630/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/200/000/002/4630/front_fr.8.200.jpg;1488992055;1824.0;16.0;46.0;15.0;8.0;23.0;0.98
2000000029623;http://world-fr.openfoodfacts.org/produit/2000000029623/biscuits-de-campagne-biscuits-saint-georges;Biscuits de Campagne;Biscuits Saint-Georges;RCIR,Armée de Terre;e;Snacks sucrés,Biscuits et gâteaux,Snacks salés,Apéritif,Biscuits,Biscuits apéritifs;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/002/9623/front_fr.20.400.jpg;https://static.openfoodfacts.org/images/products/200/000/002/9623/front_fr.20.200.jpg;1499547628;1829.0;11.3;75.5;15.5;2.5;6.4;3.1
2000000039841;http://world-fr.openfoodfacts.org/produit/2000000039841/biscino-chocolat-noir-sondey;Biscino Chocolat Noir;Sondey;LIDL;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/003/9841/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/200/000/003/9841/front_fr.4.200.jpg;1522316642;2054.0;23.3;60.5;30.9;;6.9;0.38
2000000041658;http://world-fr.openfoodfacts.org/produit/2000000041658/oreillettes-traditionnelles-biscuits-arena;Oreillettes Traditionnelles;Biscuits Aréna;Super U;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;;;1486218679;2284.0;35.0;51.0;17.0;;5.0;0.44
2000000048762;http://world-fr.openfoodfacts.org/produit/2000000048762/sultana-fruit-biscuit-saveur-fruits-rouges-verkade;SULTANA Fruit Biscuit saveur fruits rouges;VERKADE,Sultana;Leclerc;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/004/8762/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/200/000/004/8762/front_fr.5.200.jpg;1519931129;1657.0;7.2;75.8;37.5;2.5;5.6;0.61
2000000048766;http://world-fr.openfoodfacts.org/produit/2000000048766/sondey-gaufrettes-framboise;SONDEY Gaufrettes framboise;SONDEY;Lidl;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/004/8766/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/200/000/004/8766/front_fr.3.200.jpg;1497956927;1549.0;1.0;84.0;36.0;0.0;4.0;0.38
2000000052047;http://world-fr.openfoodfacts.org/produit/2000000052047/palets-solognots-biscuiterie-de-chambord;Palets solognots;Biscuiterie de Chambord;Leclerc;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/005/2047/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/200/000/005/2047/front_fr.7.200.jpg;1504373110;2087.4;24.5;64.4;37.3;1.7;5.5;0.15
2000000119076;http://world-fr.openfoodfacts.org/produit/2000000119076/galettes-pur-beurre-prince-de-bretagne;Galettes pur beurre;Prince de Bretagne;;e;Biscuits sablés;Biscuits;France;;;1516110771;2063.0;21.0;69.0;25.0;;6.0;1.1
2000005351013;http://world-fr.openfoodfacts.org/produit/2000005351013/assortiment-de-biscuits-de-noel-becky-s;Assortiment de Biscuits de Noël;Becky's;;e;Biscuits secs,Biscuits au chocolat,Assortiments de biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/200/000/535/1013/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/200/000/535/1013/front_fr.5.200.jpg;1490873185;2147.0;25.5;64.8;24.8;;5.4;0.3
20005382;http://world-fr.openfoodfacts.org/produit/20005382/sprits-pur-beurre-sondey;Sprits Pur beurre ;Sondey,Lidl;Lidl;e;en:sugary-snacks,en:biscuits-and-cakes,en:biscuits,fr:sprits;Biscuits;France;https://static.openfoodfacts.org/images/products/20005382/front_fr.20.400.jpg;https://static.openfoodfacts.org/images/products/20005382/front_fr.20.200.jpg;1521561820;2304.0;31.0;62.0;24.0;2.4;4.9;0.18
20005566;http://world-fr.openfoodfacts.org/produit/20005566/genoise-cerise-sondey;Génoise cerise;Sondey;Lidl;e;Biscuits,Biscuits fourrés;Biscuits;France;https://static.openfoodfacts.org/images/products/20005566/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/20005566/front_fr.3.200.jpg;1415206055;1624.0;10.8;67.6;49.4;2.2;3.4;0.254
20005573;http://world-fr.openfoodfacts.org/produit/20005573/soft-biscuit-sondey;Soft-Biscuit;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20005573/front_fr.21.400.jpg;https://static.openfoodfacts.org/images/products/20005573/front_fr.21.200.jpg;1525270904;1607.0;11.3;65.4;47.0;;3.6;0.2
